,State,Year,State_Minimum_Wage,Federal_Minimum_Wage,Victim_Count
1220,New Mexico,2013,7.5,7.25,12.0
1221,New York,2013,7.25,7.25,615.0
1222,North Carolina,2013,7.25,7.25,118.0
1223,North Dakota,2013,7.25,7.25,51.0
1224,Ohio,2013,7.85,7.25,341.0
1225,Oklahoma,2013,2.0,7.25,43.0
1226,Oregon,2013,8.95,7.25,68.0
1227,Pennsylvania,2013,7.25,7.25,56.0
1228,Puerto Rico,2013,0.0,7.25,0.0
1229,Rhode Island,2013,7.75,7.25,7.0
1230,South Carolina,2013,0.0,7.25,52.0
1231,South Dakota,2013,7.25,7.25,21.0
1232,Tennessee,2013,0.0,7.25,205.0
1233,Texas,2013,7.25,7.25,142.0
1234,U.S. Virgin Islands,2013,4.3,7.25,0.0
1235,Utah,2013,7.25,7.25,76.0
1236,Vermont,2013,8.6,7.25,13.0
1237,Virginia,2013,7.25,7.25,123.0
1238,Washington,2013,9.19,7.25,294.0
1239,West Virginia,2013,7.25,7.25,58.0
1240,Wisconsin,2013,7.25,7.25,50.0
1241,Wyoming,2013,5.15,7.25,1.0
1242,Alabama,2014,0.0,7.25,9.0
1243,Alaska,2014,7.75,7.25,6.0
1244,Arizona,2014,7.9,7.25,265.0
1245,Arkansas,2014,6.25,7.25,11.0
1246,California,2014,9.0,7.25,759.0
1247,Colorado,2014,8.0,7.25,94.0
1248,Connecticut,2014,8.7,7.25,125.0
1249,Delaware,2014,7.75,7.25,13.0
1250,District of Columbia,2014,9.5,7.25,70.0
1251,Florida,2014,7.93,7.25,65.0
1252,Georgia,2014,5.15,7.25,41.0
1253,Guam,2014,7.25,7.25,0.0
1254,Hawaii,2014,7.25,7.25,0.0
1255,Idaho,2014,7.25,7.25,26.0
1256,Illinois,2014,8.25,7.25,109.0
1257,Indiana,2014,7.25,7.25,51.0
1258,Iowa,2014,7.25,7.25,11.0
1259,Kansas,2014,7.25,7.25,75.0
1260,Kentucky,2014,7.25,7.25,165.0
1261,Louisiana,2014,0.0,7.25,9.0
1262,Maine,2014,7.5,7.25,28.0
1263,Maryland,2014,7.25,7.25,16.0
1264,Massachusetts,2014,8.0,7.25,376.0
1265,Michigan,2014,8.15,7.25,320.0
1266,Minnesota,2014,6.5,7.25,98.0
1267,Mississippi,2014,0.0,7.25,2.0
1268,Missouri,2014,7.5,7.25,76.0
1269,Montana,2014,7.9,7.25,35.0
1270,Nebraska,2014,7.25,7.25,47.0
1271,Nevada,2014,7.25,7.25,24.0
1272,New Hampshire,2014,7.25,7.25,15.0
1273,New Jersey,2014,8.25,7.25,336.0
1274,New Mexico,2014,7.5,7.25,13.0
1275,New York,2014,8.0,7.25,545.0
1276,North Carolina,2014,7.25,7.25,140.0
1277,North Dakota,2014,7.25,7.25,41.0
1278,Ohio,2014,7.25,7.25,421.0
1279,Oklahoma,2014,2.0,7.25,31.0
1280,Oregon,2014,9.1,7.25,66.0
1281,Pennsylvania,2014,7.25,7.25,54.0
1282,Puerto Rico,2014,5.08,7.25,0.0
1283,Rhode Island,2014,8.0,7.25,5.0
1284,South Carolina,2014,0.0,7.25,53.0
1285,South Dakota,2014,7.25,7.25,18.0
1286,Tennessee,2014,0.0,7.25,198.0
1287,Texas,2014,7.25,7.25,158.0
1288,U.S. Virgin Islands,2014,4.3,7.25,0.0
1289,Utah,2014,7.25,7.25,55.0
1290,Vermont,2014,8.73,7.25,15.0
1291,Virginia,2014,7.25,7.25,123.0
1292,Washington,2014,9.32,7.25,304.0
1293,West Virginia,2014,7.25,7.25,29.0
1294,Wisconsin,2014,7.25,7.25,53.0
1295,Wyoming,2014,5.15,7.25,0.0
1296,Alabama,2015,0.0,7.25,10.0
1297,Alaska,2015,8.75,7.25,8.0
1298,Arizona,2015,8.05,7.25,276.0
1299,Arkansas,2015,7.5,7.25,6.0
1300,California,2015,9.0,7.25,837.0
1301,Colorado,2015,8.23,7.25,107.0
1302,Connecticut,2015,9.15,7.25,93.0
1303,Delaware,2015,8.25,7.25,11.0
1304,District of Columbia,2015,10.5,7.25,65.0
1305,Florida,2015,8.05,7.25,72.0
1306,Georgia,2015,5.15,7.25,44.0
1307,Guam,2015,8.25,7.25,1.0
1308,Hawaii,2015,7.75,7.25,0.0
1309,Idaho,2015,7.25,7.25,34.0
1310,Illinois,2015,8.25,7.25,90.0
1311,Indiana,2015,7.25,7.25,63.0
1312,Iowa,2015,7.25,7.25,6.0
1313,Kansas,2015,7.25,7.25,62.0
1314,Kentucky,2015,7.25,7.25,188.0
1315,Louisiana,2015,0.0,7.25,40.0
1316,Maine,2015,7.5,7.25,38.0
1317,Maryland,2015,8.25,7.25,41.0
1318,Massachusetts,2015,9.0,7.25,416.0
1319,Michigan,2015,8.15,7.25,309.0
1320,Minnesota,2015,7.25,7.25,109.0
1321,Mississippi,2015,0.0,7.25,0.0
1322,Missouri,2015,7.65,7.25,100.0
1323,Montana,2015,8.05,7.25,45.0
1324,Nebraska,2015,8.0,7.25,19.0
1325,Nevada,2015,7.25,7.25,58.0
1326,New Hampshire,2015,7.25,7.25,13.0
1327,New Jersey,2015,8.38,7.25,330.0
1328,New Mexico,2015,7.5,7.25,13.0
1329,New York,2015,8.75,7.25,500.0
1330,North Carolina,2015,7.25,7.25,161.0
1331,North Dakota,2015,7.25,7.25,36.0
1332,Ohio,2015,7.25,7.25,416.0
1333,Oklahoma,2015,2.0,7.25,37.0
1334,Oregon,2015,9.25,7.25,88.0
1335,Pennsylvania,2015,7.25,7.25,57.0
1336,Puerto Rico,2015,5.08,7.25,0.0
1337,Rhode Island,2015,9.0,7.25,18.0
1338,South Carolina,2015,0.0,7.25,57.0
1339,South Dakota,2015,8.5,7.25,16.0
1340,Tennessee,2015,0.0,7.25,221.0
1341,Texas,2015,7.25,7.25,191.0
1342,U.S. Virgin Islands,2015,4.3,7.25,0.0
1343,Utah,2015,7.25,7.25,47.0
1344,Vermont,2015,9.15,7.25,8.0
1345,Virginia,2015,7.25,7.25,158.0
1346,Washington,2015,9.47,7.25,275.0
1347,West Virginia,2015,8.0,7.25,42.0
1348,Wisconsin,2015,7.25,7.25,45.0
1349,Wyoming,2015,5.15,7.25,2.0
1350,Alabama,2016,0.0,7.25,14.0
1351,Alaska,2016,9.75,7.25,11.0
1352,Arizona,2016,8.05,7.25,217.0
1353,Arkansas,2016,8.0,7.25,12.0
1354,California,2016,10.0,7.25,931.0
1355,Colorado,2016,8.31,7.25,105.0
1356,Connecticut,2016,9.6,7.25,108.0
1357,Delaware,2016,8.25,7.25,15.0
1358,District of Columbia,2016,11.5,7.25,115.0
1359,Florida,2016,8.05,7.25,110.0
1360,Georgia,2016,5.15,7.25,39.0
1361,Guam,2016,8.25,7.25,0.0
1362,Hawaii,2016,8.5,7.25,0.0
1363,Idaho,2016,7.25,7.25,27.0
1364,Illinois,2016,8.25,7.25,111.0
1365,Indiana,2016,7.25,7.25,79.0
1366,Iowa,2016,7.25,7.25,17.0
1367,Kansas,2016,7.25,7.25,52.0
1368,Kentucky,2016,7.25,7.25,214.0
1369,Louisiana,2016,0.0,7.25,26.0
1370,Maine,2016,7.5,7.25,41.0
1371,Maryland,2016,8.75,7.25,39.0
1372,Massachusetts,2016,10.0,7.25,399.0
1373,Michigan,2016,8.5,7.25,406.0
1374,Minnesota,2016,7.25,7.25,119.0
1375,Mississippi,2016,0.0,7.25,20.0
1376,Missouri,2016,7.65,7.25,89.0
1377,Montana,2016,8.05,7.25,21.0
1378,Nebraska,2016,9.0,7.25,31.0
1379,Nevada,2016,7.25,7.25,41.0
1380,New Hampshire,2016,7.25,7.25,29.0
1381,New Jersey,2016,8.38,7.25,282.0
1382,New Mexico,2016,7.5,7.25,26.0
1383,New York,2016,9.0,7.25,595.0
1384,North Carolina,2016,7.25,7.25,148.0
1385,North Dakota,2016,7.25,7.25,13.0
1386,Ohio,2016,7.25,7.25,471.0
1387,Oklahoma,2016,2.0,7.25,35.0
1388,Oregon,2016,9.75,7.25,107.0
1389,Pennsylvania,2016,7.25,7.25,68.0
1390,Puerto Rico,2016,5.08,7.25,0.0
1391,Rhode Island,2016,9.6,7.25,12.0
1392,South Carolina,2016,0.0,7.25,30.0
1393,South Dakota,2016,8.55,7.25,18.0
1394,Tennessee,2016,0.0,7.25,149.0
1395,Texas,2016,7.25,7.25,179.0
1396,U.S. Virgin Islands,2016,4.3,7.25,0.0
1397,Utah,2016,7.25,7.25,67.0
1398,Vermont,2016,9.6,7.25,25.0
1399,Virginia,2016,7.25,7.25,127.0
1400,Washington,2016,9.47,7.25,395.0
1401,West Virginia,2016,8.75,7.25,41.0
1402,Wisconsin,2016,7.25,7.25,39.0
1403,Wyoming,2016,5.15,7.25,3.0
1404,Alabama,2017,0.0,7.25,14.0
1405,Alaska,2017,9.8,7.25,4.0
1406,Arizona,2017,10.0,7.25,264.0
1407,Arkansas,2017,8.5,7.25,24.0
1408,California,2017,10.0,7.25,1094.0
1409,Colorado,2017,9.3,7.25,77.0
1410,Connecticut,2017,10.1,7.25,110.0
1411,Delaware,2017,8.25,7.25,29.0
1412,District of Columbia,2017,11.5,7.25,194.0
1413,Florida,2017,8.1,7.25,145.0
1414,Georgia,2017,5.15,7.25,27.0
1415,Guam,2017,8.25,7.25,0.0
1416,Hawaii,2017,9.25,7.25,0.0
1417,Idaho,2017,7.25,7.25,43.0
1418,Illinois,2017,8.25,7.25,85.0
1419,Indiana,2017,7.25,7.25,97.0
1420,Iowa,2017,7.25,7.25,10.0
1421,Kansas,2017,7.25,7.25,77.0
1422,Kentucky,2017,7.25,7.25,380.0
1423,Louisiana,2017,0.0,7.25,42.0
1424,Maine,2017,9.0,7.25,32.0
1425,Maryland,2017,8.75,7.25,102.0
1426,Massachusetts,2017,11.0,7.25,432.0
1427,Michigan,2017,8.9,7.25,452.0
1428,Minnesota,2017,7.75,7.25,144.0
1429,Mississippi,2017,0.0,7.25,49.0
1430,Missouri,2017,7.7,7.25,104.0
1431,Montana,2017,8.15,7.25,21.0
1432,Nebraska,2017,9.0,7.25,40.0
1433,Nevada,2017,7.25,7.25,5.0
1434,New Hampshire,2017,7.25,7.25,14.0
1435,New Jersey,2017,8.44,7.25,504.0
1436,New Mexico,2017,7.5,7.25,7.0
1437,New York,2017,9.7,7.25,554.0
1438,North Carolina,2017,7.25,7.25,166.0
1439,North Dakota,2017,7.25,7.25,15.0
1440,Ohio,2017,8.15,7.25,387.0
1441,Oklahoma,2017,2.0,7.25,29.0
1442,Oregon,2017,9.75,7.25,148.0
1443,Pennsylvania,2017,7.25,7.25,76.0
1444,Puerto Rico,2017,5.08,7.25,0.0
1445,Rhode Island,2017,9.6,7.25,11.0
1446,South Carolina,2017,0.0,7.25,83.0
1447,South Dakota,2017,8.65,7.25,15.0
1448,Tennessee,2017,0.0,7.25,136.0
1449,Texas,2017,7.25,7.25,184.0
1450,U.S. Virgin Islands,2017,4.3,7.25,0.0
1451,Utah,2017,7.25,7.25,47.0
1452,Vermont,2017,10.0,7.25,31.0
1453,Virginia,2017,7.25,7.25,213.0
1454,Washington,2017,11.0,7.25,511.0
1455,West Virginia,2017,8.75,7.25,38.0
1456,Wisconsin,2017,7.25,7.25,47.0
1457,Wyoming,2017,5.15,7.25,4.0
1458,Alabama,2018,0.0,7.25,2.0
1459,Alaska,2018,9.84,7.25,7.0
1460,Arizona,2018,10.5,7.25,169.0
1461,Arkansas,2018,8.5,7.25,23.0
1462,California,2018,11.0,7.25,1075.0
1463,Colorado,2018,10.2,7.25,95.0
1464,Connecticut,2018,10.1,7.25,82.0
1465,Delaware,2018,8.25,7.25,21.0
1466,District of Columbia,2018,13.25,7.25,213.0
1467,Florida,2018,8.25,7.25,143.0
1468,Georgia,2018,5.15,7.25,37.0
1469,Guam,2018,8.25,7.25,0.0
1470,Hawaii,2018,10.1,7.25,44.0
1471,Idaho,2018,7.25,7.25,24.0
1472,Illinois,2018,8.25,7.25,108.0
1473,Indiana,2018,7.25,7.25,101.0
1474,Iowa,2018,7.25,7.25,15.0
1475,Kansas,2018,7.25,7.25,74.0
1476,Kentucky,2018,7.25,7.25,243.0
1477,Louisiana,2018,0.0,7.25,47.0
1478,Maine,2018,10.0,7.25,20.0
1479,Maryland,2018,10.1,7.25,51.0
1480,Massachusetts,2018,11.0,7.25,352.0
1481,Michigan,2018,9.25,7.25,437.0
1482,Minnesota,2018,8.04,7.25,126.0
1483,Mississippi,2018,0.0,7.25,10.0
1484,Missouri,2018,7.85,7.25,74.0
1485,Montana,2018,8.3,7.25,11.0
1486,Nebraska,2018,9.0,7.25,38.0
1487,Nevada,2018,7.25,7.25,33.0
1488,New Hampshire,2018,7.25,7.25,13.0
1489,New Jersey,2018,8.6,7.25,569.0
1490,New Mexico,2018,7.5,7.25,52.0
1491,New York,2018,10.4,7.25,525.0
1492,North Carolina,2018,7.25,7.25,141.0
1493,North Dakota,2018,7.25,7.25,10.0
1494,Ohio,2018,8.3,7.25,365.0
1495,Oklahoma,2018,2.0,7.25,31.0
1496,Oregon,2018,10.75,7.25,137.0
1497,Pennsylvania,2018,7.25,7.25,66.0
1498,Puerto Rico,2018,5.08,7.25,0.0
1499,Rhode Island,2018,10.1,7.25,13.0
1500,South Carolina,2018,0.0,7.25,68.0
1501,South Dakota,2018,8.85,7.25,20.0
1502,Tennessee,2018,0.0,7.25,168.0
1503,Texas,2018,7.25,7.25,407.0
1504,U.S. Virgin Islands,2018,4.3,7.25,0.0
1505,Utah,2018,7.25,7.25,48.0
1506,Vermont,2018,10.5,7.25,45.0
1507,Virginia,2018,7.25,7.25,150.0
1508,Washington,2018,11.5,7.25,521.0
1509,West Virginia,2018,8.75,7.25,95.0
1510,Wisconsin,2018,7.25,7.25,53.0
1511,Wyoming,2018,5.15,7.25,0.0
